Topic,Count,Name,Representation,Representative_Docs
158,17,158_job_career_internship_civil,"['job', 'career', 'internship', 'civil', 'agriculture', 'opportunities', 'corporate', 'jobs', 'services', 'great']","['profession adore ca cs cma engeneering doctor civil service ias civil services   financially stable  ll job  ll start preparing civil services money  taki rishtedaar   maa baap paiso jee shaadi karwado  choosing upsc  core reason fame  struggle permanent civil servant  life mess  proffession choses time  feels s boring happening ', 'students preferring country masters  usa show earn money study impacts career recommendation atmosphere resources  including professors shit jobs earn  graduated foreign  ll great demand india  great infrastructure  great opportunities  great payscale  great money  small jobs earn', 's stage re life   college khatm pr haath  internship  company fodi  option  family business  luck kharab  saari cheeze sirf bycot  khus planning stage comment stuck mind college khtm h  moment  stuck ca final 2 years sb bdia sb kharab  paise ni bachte udane higher studies mann nhi undergrad khtm aara  design student  internships kr  masters khass package milta freshers']"
159,17,159_followers_589_famous_disabled,"['followers', '589', 'famous', 'disabled', 'ktm', 'aayega', 'itspriya', 'chodu', 'lover', 'para']","['hunch followers kaiser badhaye  backhodi krke poll kr full bakchodi  mereko tag kr kr  ladki nam pfp dal kr hunch influencer banoge  arey jgha naam japo badh jayenge followers  bakchodi kr ', 'followers  girl buy followers popular trophy  milne ni followers badhana  acche dost bano baat mazak khush raho  mst raho wan surgery followers  mardangi kamm parr gai janana banna prega  ladko bann yaar followers milte  ladkiyo piche jamana hunch bawa interesting bno  karlo ladki profile', 'drop ur insta d    comment xehyper dopenigggger smithgujjar01 followers badhwa doge  bts lover  taylor swift chodu  ktm lover  smarty boy 69  papa pari para latifsagesync follow karde  back kardunga anonymous rehna chahungi  sigmachod disabled 22nd nov siddhartha2660 temporarily disabled account ']"
160,17,160_poetry_jante_dheka_thee,"['poetry', 'jante', 'dheka', 'thee', 'bn', 'vajah', 'tasveero', 'gyi', 'poet', 'poem']","['post fav random quotesshayarispoetrysayings comment section comment poetry quotes shayari jante jante jante jante jante jante jante jante hama jante jante katega katega sbka katega  kalyug prasad sabme batega shine sun burn   adolf hitler loyal stupid  jhoothi mohabbat kasme zinda  wasim barelvi titli aayi  zindagi baagh  titli aayi  zindagi baagh  paak iraade  paak  baari barsi khatn khat leyandi tuggi moye moye moye moye', 'drop lines hits differently  souls made  mine    emily bront   wish companion world    william shakespeare  darknesses life lights  lights  light lights    bram stoker  part existence  part  line read    charles dickens   case foolishly forget  m    virginia woolf  dropping nt kno apologize monster   apologized turning  past lives nt hold  lost love sweeter finally found  strangest feeling  hate cuz ai nt us nt love love  knife turn inside  love   dear  love   franz kafka glance book hear voice person  dead 1000 years  read voyage time  remember make  make nt imagine  make happy  re awful   diminished  world   jojo moyes peace nt bring artillery pleading u tears eyes u fuck ll kill u gen mad dog u u u  u u  u u u  damn brooo  bhosdk life   power god times  activities mind  senses  breathing  emotions  constantly work instrument  bap meh death kindness  koshish walo haar  4 din chatting pyar hoti win  explain  lose  explain  adolf hitler  life  life lesson  u wan reality dream room janta rom rom u feed orphans homeless  unknown  long feels s m depressed issues nt address baggage ai nt opened demons put rest traumas ca nt forget phone calls avoiding family members nt connect things wish slip hurtful words left lips bridges burned  m ready rebuild insecurities nt dealt ', 'comment favourite poetries  m reader  m poetry   ll  childhood  hour werei sawi bring passions common spring source sorrowi awaken heart joy tone lov  di lov  alone garden flowers body garden flowers seat thousand petals lotus  gaze infinite beauty  machli jal rani machhli mc  freedom waiting  breezes sky   fall  darling  fly  insan chiz h  wafa  wafa ummid  favourites esp keats byron  byrons goes  thee  knell mine ear  shudder oer me wert thou dear  knew thee  knew thee well long  long rue thee  deeply  secret met silence grieve  thy heart forget  thy spirit deceive  meet thee  long years greet thee   silence tears                      1  umar bhar ham yu galtiya  dhool chere ham aena saaf  2  man doob paja surage zindagi  plunge deep depths found secrets life   3  ultimate aim ego ']"
161,17,161_universe_door_parallel_reborn,"['universe', 'door', 'parallel', 'reborn', 'simulation', 'earth', 'matrix', 'dildo', 'atoms', 'world']","['universe safe  boys stranger things', 'choose door    door future  door parallel uni door past  door death    cid479368cao383ci1ehqw66biljjl173w27ilr2mxuacp20jm6    ctg    door past  door goodness  men gentlemen women gentlemen  lady   period satyug  door past im door hell door parallel universe sounds interesting past timedoor tva door parallel world doraemon door', 'god choice switch universe  universe  naruto universe bleach universe jjk universe piece universe berserk naruto universe naruto small 72 hooron universe doremon shinchan universe']"
162,16,162_dark_light_mode_lights,"['dark', 'light', 'mode', 'lights', 'theme', 'dim', 'candel', 'mcqueen', 'lightning', 'glow']","['theme light dark  light zindagi dark theme dark rakhu  zindagi dark theme default  dark  moye moye sad theme  dark', 'prefer lightning room  x lights  dark   dim light  blue   lights  white   dim cuz duh full flash light camera  lights light bkinks incoming outgoing  dim red light   cid479368ca1wgmh01qulpfuqrmtikpz1ai3hcdstr10fz65iko    ctg    girl', 'prefer user  light mode dark mode life dark prefer light phone darkness dikhe womengirls man satisfy s  wan  snap d  xxboy237201 ahmedabad mode ur life dark sexy app light mode  prefer dark mode s life  life dark ']"
163,16,163_sex_hhe_gyan_hr,"['sex', 'hhe', 'gyan', 'hr', 'mar', 'gandi', 'petname', 'tedha', 'tumeh', 'trhe']","['kese kategi sardi mutti mar sex kr bahi pass study material full collection 24 gante hilte ge kat  ta katne  sex', 'zindgi job bussiness nallo trhe jeena baigan  bachiya geeli mar jaanaa muth mafia banna  sex ', 'favorite word sex    baigan speak distracted  continue operation till climax  chodo muj ni kia  heyitsjanavi  yaar nakhrne jaldi kapde utaro time nikla mujse kaunsi goli khata  partners petname mmm harry potter spell hindi m virgin bruh ']"
164,16,164_fish_shark_machli_tank,"['fish', 'shark', 'machli', 'tank', 'machali', 'cuban', 'submarine', 'fried', 'ship', 'refused']","[' mark cuban  leaving  shark tank   season 16     opinions    thoughts    expertise isliye m  chla jaaye equity milegi u nt watch indian shark tank nigga rap page  hame  ', 'konsi machali  fish  pet sir  head   jhinga dolphin tara machli kotri machali star fish  tara machli  head abdomen mei baaki legs extended paani rahne star fish ofcourse ', 'favourite shark shark tank  anupammittal  aman gupta  boat  ashner grover  bharatpe peyush bansal  lenskart mark cuban  dallas mavericks  nba   exp kaam sorry ghazal nt sea food namita expertise h  m ']"
165,16,165_daura_die_milana_divya,"['daura', 'die', 'milana', 'divya', 'bandar', 'ar', 'koe', 'tiger', 'maal', 'meeta']","['swift desire lelu fake taxi chalunga  leleta  lele  mahnga pade ga humare paas car  tumhe bula lu   omni hai nice lele ', 'chan kive ankha ode vi dag sachi bby cringe  hakoona matata', 'pagal pan daure ana band  daura daura daura ghoda dum utha daura']"
166,16,166_butterflies_butterfly_bees_pool,"['butterflies', 'butterfly', 'bees', 'pool', 'cockroach', 'insect', 'dance', 'dhakk', 'pilati', 'mosquito']","['men butterflies crush  naaah wholezoo stomach dil dhakk dhakk h baba men boys men butterfly hard hai', '6   dontchaseattract spend time chasing butterflies ll fly away  spend time making beautiful garden  butterflies  comment  ', 'dance rain  butterfly snow  2 butterfly 1 dance dance rain terrace sibling mom moments butterfly fly snow  dance rain dance']"
167,16,167_regret_regrets_biggest_difficulties,"['regret', 'regrets', 'biggest', 'difficulties', 'past', 'nyi', 'everytime', 'scariest', 'wasted', 'forgive']","['die tomorrow  biggest regret  regret comment biggest regret taking risks pursuing passions wholeheartedly  life short hesitation  hbu  wasted time  value bencho anal  goa trip paid nt make choices ll regret  stand opinions wrong  regrets  kee yaar mene chahne wallo ekk mill loo schedule messed up parents zindagi dukh diya', 'whats biggest regret  cmt lmkic birth  engineering life galat decision chuka regret bacha h bruh birth s one biggest regret skipping trip friends bestu banane regret h hunch download trusting gurl science stream   paida paisa udaar dena falling love ca nt marry thinks  regrets  gave fell bottomless pit  depression ', 'biggest regret life  nt comments']"
168,15,168_overthinker_distracted_changes_change,"['overthinker', 'distracted', 'changes', 'change', 'ot', 'habit', 'span', 'priority', 'freaky', 'priorities']","['distracted easily  baki logo control rakhta  distracted time lost thoughts talk  smiling lost thoughts completely safed kapde adhd tv lene attention span ant focus yeeee control aa gya  mind pe attention span gold fish yea bored things easily  ', 's priorities change time         comments  prioritise changes work n benifits u yeaaaah  change nature s law haa  katne katne career   ghnta bhaincho  15 saal ajj priority  time passes things end change life  change constant   cid479368cau4h88u7k8zhb7wzg99fav0532axzy0wzngbxe541    ctg    huii priorities made crush change ni bs crush brush balte rehna  option daal detadetidete   likhna padta  changes change time  u leave schl bonding schl frnds  clg  job  loose intrest switch  s priority changes time hann shayad college friends baat jaati  sbki priority kaam gya  yess', 'brain    overthinker  oversmart  distracted everytime slow af  ch   iya silent  brizzz ig ghutna busy sherlock girl lover  batate   brain names calm action shin   paapi   biggg timeee overthinker  overthinker  confused ']"
169,15,169_choose_ott_season_pick,"['choose', 'ott', 'season', 'pick', 'bb', 'cide', '23179', 'option', 'sui', 'left']","['choose', 'choose    ', 'choose  ']"
170,15,170_happiness_successful_happy_rich,"['happiness', 'successful', 'happy', 'rich', 'peace', 'smile', 'money', 'calmness', 'poor', 'sad']","['choose family poor happy rich sad rich sad myth  sad person driving ferrari   sad exclusive night clubs   present family rich iwill rub tears money poor happy rich happy orphan option kidhar  poor happy nt combination exists real word  folktales fantasies   middle class lafda option form  miss ig poor happy  living life poor happy family  choose rich sad experience it rich happy  rich sad   choose options  ca nt indian jugaad happy   ', 'things achieved lyf money  success  sukhi pariwar batana happiness hint calmness  money ghanta peace depressed   life mae chalta currently happy phase  guess  happiness  successful trader 17 age odisha badi business group osl job lag  happy family ', 'choose   happiness love  love happiness  happiness love sleep everything happiness turu lobh money happiness journey love myth  peace  form love nt ca nt happy  connected   happiness love  money happiness happiness love happiness love money love  happiness kismat decide']"
171,15,171_snap_snapchat_streak_id,"['snap', 'snapchat', 'streak', 'id', 'haibit', 'enigmaticabhii', 'snaps', 'masoom', 'sympathy', 'rote']","['friend snap mine id   shareidhzb8670wkpm  localeengb commenting snap id intrested sending friend request snap real h  pr krunga add', 'highest snap streak ladki  450 h btana snap chlate 500 200 snap snap streak h 100 300 delete kr chutiya app', 'incident  22112023 randomly downloaded snapchat click photo randomly girl account added named elegant soul sended video  snap  snap crying written haste rahoge gae duniya warna ansuo ankho jagha samjh ladkia rote time video snap falna dhimkana banna leti nt hesitate  bahi londe rote dosto backchodi jatte app chill rakhne lie making videos wow  lmkic  snap   digital duniya  attention harr jagah  sympathy dude   cid479368calervj8hdr1mcgguiblltntv3f1ytd7efain0hg7f    ctg    duniya views sympathy pyasi hai']"
172,15,172_cheated_cheater_cheat_cheating,"['cheated', 'cheater', 'cheat', 'cheating', 'heshe', 'crying', 'fligs', 'vyapaar', 'invad', 'busyness']","['cheated fake account  story comments naahi cheated  god cheated single life no', 'cheated cheated  cheated cheated', 'cheat cheated   m single cheat partner cheated mines hurting stay single rest life cheated ll cheat nota cheated ppl stay single esi situation h cheated']"
173,15,173_force_relationship_sex_sexting,"['force', 'relationship', 'sex', 'sexting', 'consent', 'partner', 'semksting', 'onseeing', 'mnao', 'mentalityafter']","['sex partners dhoondne hunch ha   honest answer  v jaye bs  sexting muje mutth marna h dhunda mila  sex  gand marni  surely  bakion pta nhi subah subah hawasi post  enjoying', 'single onseeing today generation love romance  sex secondary primary things taking care  standing things  making equal efforts  giving priority majorly missing  stays lonely long time habits watching porn masturbating fake ids trolling badly speaking things deep find love hamsafar care handle lots love boys words dressing sense change super lady false', 'girlfriend sex force 5 months relationship agle din lu  yaar sex sux alawa logo tf leave  nt trust  move  it s rape u relationship force nt dump  dosent matter days years ur relationship  u force ur partner sex force  pyaar mnao ']"
174,15,174_doctor_bgm_hlo_doctors,"['doctor', 'bgm', 'hlo', 'doctors', 'nurse', 'hospital', 'lmnic', 'thande', 'dr', 'bbhi']","['bgm  doctor bgm rolex bgm kaithi bgm jailer bgm relax bgm  bgm h ', 'bhot mann yrr  doctor  doctor kha ahaaaa chutiye doctor pass milta chinese corner  time ruk kha kha doctor', 'thande paani nahane  doctor nurses ghum  veham hospital   ghr doctor   thande pani nahati dikhe doctor nurse  aatma parmatama milne hai der nahate yamraj aate dikhate']"
175,14,175_older_age_younger_gap,"['older', 'age', 'younger', 'gap', 'years', 'maturity', 'yrs', '18', 'number', 'dating']","['feel immature dating person 10 yrs older  s absolutely idea s decade gap wow  hope 16   cid479368caw8fiz8ck6gr7c2dvdush18it12e11st88ktqlfjd    ctg    answer irrelevant question  juz older guys   age feels dumb r stupid older intelligent mannered   cid479368ca47dz06x04bpviiahhjvqxqod5xwqgbnfka9nshsi    ctg   ', 'prefer date  choose fine age 5 yrs younger 5 yrs older ll  36 years older age difference matter u gyus dating guy  younger 2 years max 34 years older men 12 years older 12 years younger 18 ho age male younger 5 years difference age 12 year gap ive talking lady 5 years older  interesting  works', 'common marry girl slightly older    girl s opinion boy s opinion comments fever  stage live young heart nt concerning  age number  marrying older girl buying vintage  s classy  age number   marrying older girl means builtin wisdom free babysitting  winwin  age number  number candles cake   s depends dated guy older 2yrs older leave understand maturitly handle s nt happened left needed love 2 yrs recover pro found man age care comfort guy s depends older golder ladki badi user  krni shaadi jeevan kalesh h older age thak ghrr chla leti h tumse badi age mature support ache decisions lene depends bonding  slight age difference nt matter   age number  friend  love bounds   older common  love']"
176,14,176_astrology_astrophysics_astronomy_vishwas,"['astrology', 'astrophysics', 'astronomy', 'vishwas', 'believe', 'interesting', 'tare', 'cosmology', 'udta', 'quantum']","['thoughts astrology trust moh maya achhha business fkd nt trust vishwas andhvishwas h badhiya business idea mithun janma mesh lagna adra nakshatra aashadh maase krushna pakshyam amuk  gon disclose birthday  titho', 'astrology  jyotish  intrest   m interested flw karlo m interested astrology  predict things believe karm pseudoscience  interesting specially lot   believe  problem  numerology  vedic  palmistry  tarot  lal kitab  vastu  face reading  psychic  ata ekbar vishwas krke nikli   ha bhay udd gye paise  nt  sounds interesting  sounds interesting nt   ji ', 'dhoondhte aasmaano  neelapan safed kaale baadal chaand dubtaugta suraj overthinking background aasmaan dekhna pasand telescope  khwaaish chaand  taare gin  uski nishaniya chand tare raat tare falak paar wasta e hirs hawas wajood tootta taara  badalo shapes chehra beautiful stars']"
177,14,177_back_comeback_welcome_hazel,"['back', 'comeback', 'welcome', 'hazel', 'returned', 'gurl', 'openai', 'excited', 'glad', 'yo']","['hunch comeback gya   comment welcome back baigan  ', 'm back  glad you hai fark padta comments mind business   bio   ohh welcome back    cid479368cam7zzgg5gedzl6e5zyyax9kwibjsqcndfcvfocjpu    ctg    nice profile pic cuck back back  m front welcome back  glad   grinning  evening ', 'friendly neighborhood gurl back  juz wait 2nd poll  excited    stay tuned future polls gossip hazel  excited af hell nah  gayab  ohh  nt remember  yayyyy finally re back    welcome back hazell   cid479368cazix5hshvowoy6aorgb727pb5j2yu8w8nqhbfrb50    ctg    friendly neighbour  h   breed human excited putting polls hunch hey hazel gorgeous sassy gurl back damnn gurl lot fantasies stop stealing heart ']"
178,14,178_timepass_friends_finding_app,"['timepass', 'friends', 'finding', 'app', 'purpose', 'making', 'buddys', 'cid479368capdevxiz0iijg7ajtdoku4id8gunzvahv1mz6zzb6', 'bitao', 'facade']","['app  app  ashleel bate krni timepass make friends patani nt bataunga  timepass batau ', 'purpose app  hunch  finding girls fun faltu kaam comment katne finding ppl friends overthink  baat making friends yaarr find fun girls  double entertainment  timepass ', 'purpose app finding friends purpose timepass finding date logo timewaste krwana timepass  things life  naye logo milna weird vichar prakat  timepass backchodi ']"
179,14,179_password_linux_windows_security,"['password', 'linux', 'windows', 'security', 'sane', 'subscribe', 'phone', 'hotspot', 'hacked', 'os']","['opereting system easy provide secure environment  macos windows linux unix kali linux linux secure prone virus attack linux kali linux security  user friendly os windows   parrot os security  linus  environment  re coder  mac premium security windows   windows mac  windows symbian linux win  beginner friendly google', 'dp courage give phone parents password  nuclear files s scared interested phone   ve made illusional due nt password hide    cid479368ca5gkay7b9b0c7dchjh36s8ogto9ec1xhw8pv7ec2s    ctg     phone reset krdunga tb phele wapis bahar nikal skte give   problem password screen lock phone   chupane hunch encrypted upto password phone  nahh bhaiiii  jaunga  issues ', 'hotspot password likho  dekhein unique ignore comment password unique  yaad karein   endnude  janalawdeybc hotspot nahibolungi password asdfghjkl ramadan kareem flushkiyakya 12345678 password  phledefhrle abeyjana internet  abcdefuck btaunga h password lundseveninch andibandishandi lebhikhmange  khudkalagwabhikari']"
180,14,180_eyes_undress_lies_oled,"['eyes', 'undress', 'lies', 'oled', 'beholders', 'taravarma', 'lie', 'eye', 'naaa', 'beauty']","['beauty lies eyes beholders  line sense banati haa naaa tharak lies eyes beholders ', 'undressed eyes    chutiyapa u    cid479368cas62kl3ecaur4wxsc5hjz42jszbsv7swpwej17mhk    ctg      taravarma undress u eyes hand  thumari pussy chatuga pani nikal  alg h andar nt undress imagine  taravarma  taravarma aankho maja haatho undress stopped undressing lot', 's lies eyes you body language real eyes realize real lies the deep eyes always fries  eyes lie eyes lie ice  badi garmi h yhn eyes chicoo  lie ']"
181,14,181_date_mallu_emojis_communicate,"['date', 'mallu', 'emojis', 'communicate', 'socks', 'mismatched', 'dating', 'wears', 'yout', 'insists']","['woman age 30 wan connect   ps   discrete blush  half aunty lovers anyway fuck  out cmon man post yout fanatsies commebt box', 'wan date mallu boy 27 years   definitely       friends  luv mallu aunty  black pusy wan date  join comments section  u find mallu girl nt call boy', 'yoh date  date wears mismatched socks  insists emojis communicate   emojis communicate wears mismatched socks mismached socks girl kinda cool  emojis communicate']"
182,14,182_tiny_shrunken_imagine_swallow,"['tiny', 'shrunken', 'imagine', 'swallow', 'armpits', 'put', 'ant', 'shrink', 'sweaty', 'sneakers']","['imagine hit shrink ray  shrunken tiny ant size  girls   comment  smelly sneaker  jogging sweat armpits  sleep fry  swallow ooh smelly sneaker jogs marathon  ', 'imagine hit shrink ray tiny ant  girls  happen shrink house tiny man  girls    hungry  taking rest  jogging  mind  put sweaty sneakers put sweatyarmpit fry swallow  comment  ant  tie rope keychain  boys girls jate  girls jayegi   nom nom nom  ll pick u throw u away  put hole', 'frame story question description including option  imagine hit shrink ray shrunken tiny ant size youframe story  girls preferably  including options desire ideas continuing give end do nt nt  fun  nt include forbidden chapter biology  sweaty armpits  sleep smelly sneakers   jog frying pan  swallow sweaty socks  travel voh truck vapas bulaungi bolungi firse thok guyz meant frame story comments  ']"
183,14,183_fanbase_fans_furious_fast,"['fanbase', 'fans', 'furious', 'fast', 'fan', 'aerosmith', 'aot', 'importance', 'base', 'toxic']","['fast  furious fans  hit  nay follow comment yay ', 'fast furious fans    speed  lund h aajao lelo fast  ', 'fanbase toxic  aot fanbase kpop fanbase gaming community    cid479368caq4zdxn4pf7daoktz1bl0txecnjpezlde1xs7lcbm    ctg    tatakae  toxic music artist elvish  aot fan base  give importance fans  give importance artist  forgot mha jojo fanbase talking toxic fanbase audacity south movies fan chutiyapa   sone suhaga boycott bollywood course bts army  bi  trans  sex  aot fanbase cultured fanbase ronaldo messi fans ']"
184,14,184_bass_frnd_chalta_monday,"['bass', 'frnd', 'chalta', 'monday', 'badiya', 'cid479368cavkjyfgqc4da1ko614lmdp71hkzyly5crnfcw1cl9', 'chae', 'cid479368ca118z7j5m3ryipcbjjwymw4rpi7610qqiplj9vjy9', 'cid479368cal8u8bjprnrz6i5u7pa8070pfl9apohjxhdtsb36n', 'bekaaar']","['sunday gya sabka  din bhar  comment batata khana khaya soya games bass ghare p neend khuli jb tk evening hogyi  tired dosto cyber cafe hoke  tulsi vivah hunch  insta snap repeat   cid479368caux9wdgxd9gjedjzq10nxeshxp6sc0x3hg9dqqdcl    ctg   ', ' guyss  m back  u    katt rai h bass  jida bass  badia h   h    back school opps bs comment', 'kesa sb badiya bekaar monday  boring badhiya baki bass bekaaar  chalo din badiya banate naina mwre naino laage   bore hora  band karwa   cid479368canu0c2o009pza7jrttzw81ernbt3c3zmcf3ajc0zl    ctg    rah h ha exam dard ha dil tension ha bhe sharam ha monday kharab mood  diarrhoea dast trh']"
185,14,185_pedophile_jail_rapist_crime,"['pedophile', 'jail', 'rapist', 'crime', 'pdf', 'cases', 'sexual', 'lack', 'murder', 'pedos']","['date pedophile s pedophile mtlb h  pedophile mature  s literally crime', 'teenager girl pasand hai 16 year 15 year 14 year 13 year jail   m pedophile rajasthani  pdf  file  jeso wajah jese ldke  pedophile  badnaam h tharki sala rajasthani ', 'things d changehave current criminal law  castration rape gender neutrality uniform civil law death penalty ipc  rapist jinda jala dena  ucc nah  current indian criminal laws  make changes  especially mentioned  improve punishments filling false rape cases false sexual assualt cases filed  men lot humiliation problems filed  2 years imprisonment false cases wrong ']"
186,14,186_actress_khalifa_deepika_advani,"['actress', 'khalifa', 'deepika', 'advani', 'kiara', 'katrina', 'aishwarya', 'mia', 'sonakshi', 'sinha']","['s favourite south indian actress samantha time crush ', 's favourite south indian actress', 'favorite actress mine  deepika padakaun  comments swara bhaskar richa chadha love kirti senon dakota johnson   cid479368cag5syq09bvmrw6ftrqstdupmxv6tg0lixr51ybyab    ctg     deepika padukone    cid479368camlaevw42e9ukb20p2f3se8916gkfabh2b028ptzn    ctg    sai pallavi  shradhha kapoor  cute adorable    cid479368carl5pbwc5qqljzfulmwkwklxdbt2kmpjzme6q5x9y    ctg    mrunal thakur hinata  mind committed  deepika christina hendricks aliaaa bhatt   cid479368caoe7lqx2oj6411mue7kjesy628niwopn3zecl75qg    ctg      cid479368ca4l2dckuyklueq65hopzlb0hmel93tmpsjmgnd37u    ctg    diana penty cute dikh    cid479368caawh027zumqn0awerhwt2jsdd1ppjanb4bs2nt5t6    ctg    deesha patni  kajol actress nhii shirley setia crush jarur hai kiara  actress mind deepika    cid479368cankm4aoq7s13533v0upqzahsfiy7z2zgr5wodph3t    ctg    katrina kaif relationship girl actress kirti salon rashmika mandanna   kiara advani disha patani']"
187,14,187_fruit_orange_mango_tree,"['fruit', 'orange', 'mango', 'tree', 'watermelon', 'bu', 'colour', 'bite', 'banana', 'rasna']","['choose fruit   actuall fruit    cmt     banana fruit bruh ', 'nt ans  orange  fruit colour santara watermelon ajeeb rang khatti meethi cheez orange horny orange  avocado ', 'orange colour fruit  colour fruit colour h bai  india tangerines oranges v h fruit colour bhagwa fruit orange bjp']"
188,13,188_zodiac_leo_aries_virgo,"['zodiac', 'leo', 'aries', 'virgo', 'taurus', 'sign', 'scorpio', 'gemini', 'pisces', 'libra']","[' zodiac sign    believe  vibe milni chyie bss virgo  bimari h  muzhe sirf kumbh  makar  virgo  virgo taurus   nt believe  pisces  scorpio  libra libra  virgo  taurus  capricorn aquarius leo   leo cancer  pisces ', 's zodiac  s fav zodiac   describe   m gemini ariessag ignites crazy things aqugem understands intellectual n curious nature lmkic virgo cared favourite  aries zodiac sign  pieces  virgos  hate sagittarius scorpio  zodiac signs siblings  m leo   fav d leo   nt hate   scorpio peeps cunning xd nt  gemini fav gemini  ik crazy kinky human beings  ps  asked  threatened  remove emoji virgo  dusro  libra gemini     gemini  hi5   aries  mine  chrcha krta    mereko aajtk aries aries compatible human mille ', 's rashi   zodiac sign  lmkics nt nt  aries taurus     capricorn  leo scorpio  zodiac sign pisces  rashi leo  bail  tauras  taurus ']"
189,13,189_profession_engineer_doctor_engineering,"['profession', 'engineer', 'doctor', 'engineering', 'pornstar', 'software', 'business', 'chartered', 'accountant', 'doctors']","['profession  engineering armed forces doctor engineering chartered accountant  business started grow  define  business plumber', 'profession  research scientist business  doctor  engineering  pornstar  business based interest person  definition  profession  different individual     meme dream  nt', 'prefer  software engineer veterinarian mbbs doctor mechanical engineer settled financially independent peaceful life  hell software engineer nt choose software engineer future software engineer  chartered accountant financially independent ']"
190,13,190_pay_paytm_payment_upi,"['pay', 'paytm', 'payment', 'upi', 'fampay', 'isase', 'phonepe', 'lakh', 'gpay', 'sugardaddy']","['app google pay paytm phone pay bhim fampay didi qr pay kr', 'payment app goto google pay paytm phonepe fampayamazon upi 9798052496 v man  bhejdo  gpay paytm phone', 'payment app u  google pay phonepe paytm da payamazon upi poll questions ghalati jaane pr gussa aapko  haina ']"
191,13,191_wired_headphones_neckband_buds,"['wired', 'headphones', 'neckband', 'buds', 'boat', 'jbl', 'earphones', 'wireless', 'bean', 'tws']","['headphones buy 23k lmkic batata boat earphone boat headphones earphones  wired wireless', 'prefer      airpodes neck band wired earphones headphones anc headphones time prefer airpods health wise prefer wired wired wired earphones emotion 80 s 90 s kids airpods', 'fav type headphone  classic wired neckband overhead yearbud earbud    prefer monthbuds tws neckband  wired earphone  headphone  tws besttttt wired  earbuds  yearbuds wired  aas paas duniya karde hamein']"
192,13,192_om_mehroom_desho_thihai,"['om', 'mehroom', 'desho', 'thihai', 'kayaamat', 'bedar', 'skating', 'siliguri', 'pelti', 'peetega']","['neen kambakht nigah e mehroom  bedar h gar meherbani lmkic', 'ride   skating scooter rekha ufo jadoo money rohit s mum bacchi maa gyaan pelti sardar ji oye maa milna chahta preeti ', 'comment alien  jaadu om om om om s jaddu  jadooalien terko bula']"
193,13,193_min_mins_longest_penetration,"['min', 'mins', 'longest', 'penetration', 'sadiyo', '45min', 'shortest', '15', 'minutes', 'orgasm']","['long guy   45 min 15 min 45min 30 min u life span  min h jese pron video lifetime ', 'ideal duration bed sex   experience  15 20 min 5 10 min 10 15 min 30 min singles mar jaye', 'time sex girls  30 min 60 min long break gf milne bulayi h moye moye girls lmk hawa hawai baate h bhiii time matter krta actual penetration time 37 min foreplay krlo usko time calculate mt kro 30min s passionate female 45 min 75 min']"
194,13,194_fwb_gorgeous_airhostess_haij,"['fwb', 'gorgeous', 'airhostess', 'haij', 'girlfrd', 'kardungi', 'compar', 'streams', 'sikar', 'girl']","['4 fwb  girl    ', 'avg girl 34 32 36 38 achhi haij', 'medical girl s gorgeous streams    kyo usmai jyda ladki pcm compar kre  airhostess    batch mae  commerce student gorgeous']"
195,13,195_jamun_katli_gulab_kaju,"['jamun', 'katli', 'gulab', 'kaju', 'maggi', 'maggie', 'rasgulle', 'sweet', 'style', 'rasgulla']","['favorite sweet  gulab jamun rasagulla vagina  lips gj gang lovki halva besan laddoo rasmalai s basundi tym  mithe pasand kaju katli chhod hai roshogolla  kaju katli roshogolla anytime  kaju katli', 'choose gulab jamun rasgulle kaju katli  rasmalai', 'fav sweet gulab jamun jalebi rasgulla kaju katli bengali rasgulla gulab jamun  favorite ']"
196,13,196_ratio_percentage_rate_boys,"['ratio', 'percentage', 'rate', 'boys', 'dhundla', 'likes', 'boy', 'population', '50', 'girls']","['population girls largest boys girls boys ofc boys penguins charge    hnn bhaii population ratio rate check aa gye ', 'ratio girls boys lmkic girls boys bahot km h girls  boys 96  girls 4  start hunching  91 sirf    ratio jaan hai', '  girls   rate based    highs 910 ni   ga tf      mid 18 lauda usme baal  waisaa lag  compliment     cid479368ca8lgulszp5l3hw996607tjf38bj955t72nbux66y9    ctg    ca nt face dikha deta    cid479368camptulfnszma54vpvrhkhjknf9v02c5a7z75vp9tr    ctg    turn boy show booty dhundla dhundla h  kinda  7 sorry cutiya lg h  photo daal males rate ']"
197,12,197_chess_carrom_indoor_ludo,"['chess', 'carrom', 'indoor', 'ludo', 'monopoly', 'game', 'basketball', 'ladders', 'elo', 'grandmaster']","['u ludo   lodu  achha carrom pool chess girl s game ', 'boarf game  game life monopoly ludo chess monopoly chess monopoly chess life chess fu  cking yess game life s game m noob', 'indoor sport   s chess  carrom ludo chess snake ladders sex temple run indoorgames kheltha video games khelte ps 5 ps4 khel te chess  play chess  definitely chess esports masterbating chess  battle minds  checkmate  boredom ']"
